question,category,source
Determine methods overcome risks associated with crowd-sourced data.,7,gis
Differentiate the categories of error associated with Intelligence Community Directive (ICD) 203 from each other.,6,gis
"Summarize how basic social science principles (i.e. sociology, anthropology, geography, psychology, economics) can be utilized in other fields of study.",0,gis
Discern when operation of an un-manned aircraft is un-safe per FAA guidelines,6,gis
"Interpret a set of facts, discern patterns or trends, and differentiate the consequences of action relevant to the user",6,gis
Summarize why a Projected Coordinate System (PCS) is necessary for 2D maps.,0,gis
Evaluate standard data science principles and practice to determine how data science can be applied to data management.,2,gis
Summarize the purpose of a counter and why it is important when programming.,0,gis
Classify how data is selected based upon digital numbers.,7,gis
Summarize the different types of map projections and how each is used.,3,gis
Characterize the structure and components of a fundamental raster data set.,7,gis
"Provide synthesized recommendations to produce improved products, services, and processes",6,gis
Explain the benefits of collaborating with IT professionals when archiving data.,7,gis
"Define the following terms and summarize why there are important for data selection and validation: precision, accuracy, uncertainty of measurement, relative uncertainty, absolute uncertainty of measurement",1,gis
Apply knowledge of common restrictions with networks.,6,gis
Differentiate between the different types of REpresentational State Transfer (RESTful) tools and explain when each should be used with distributed databases.,3,gis
"Define the following terms and summarize how each is calculated: standard deviation, standard error, skewness, and kurtosis",0,gis
Determine which error analysis method should be used for quantitative and qualitative data sets that are used to construct geographic layers and their attributes.,1,gis
"Use language conventions of spelling, punctuation, and grammar",6,gis
Outline the process taken to create a histogram that represent the distribution of values in a raster image and summarize why it is important to understand the distribution of values.,0,gis
"Create algorithms for positioning imagery with respect to custom coordinate systems, locations with extreme terrain relief, and fine scale needs",6,gis
Define stereoscopic visualization,6,gis
"List SI units of measure used for mass, energy, force, illumination, brightness, wavelength, frequency, length, time, and power.",0,gis
Summarize what relief displacement is and the different types of displacements that occur.,0,gis
List and define the means for propagation of error.,6,gis
"Characterize how to adjust symbols, popup boxes, and other attributes of the web map.",6,gis
"Define Raleigh, Mie, and nonselective scattering",6,gis
Describe the process of data integration (fusion),7,gis
Characterize how dynamic segmentation and linear referencing are modeling in spatial data structures.,7,gis
Define a passive sensor,6,gis
Distinguish between exact time and time span.,6,gis
"Differentiate between semantics, taxonomy, semantic analysis, and ontology.",6,gis
Characterize when semantic databases should and should not be used.,0,gis
Describe the purpose of map projections and coordinate systems.,4,gis
"Differentiate the following terms: natural law, theory, theorem",6,gis
"List commonly used remotely sensed data formats (e.g., Band Interleaved by Line [BIL], Band Interleaved by Pixel [BIP], Band SeQuential [BSQ]) and their uses.",1,gis
Summarize the concept of separability and why a separability analysis would be performed.,0,gis
Compare/contrast the types of information that may be included in metadata and summarize how it relates to geodata.,3,gis
Describe screen resolution with respect to pixels,4,gis
Describe the process of photosynthesis,4,gis
List the various scripting languages used in distributed databases.,0,gis
Establish comprehensive knowledge of graphic design and hierarchy of information with use of color.,6,gis
"Identify normal, binomial, and discrete rare event distributions.",6,gis
Summarize the relationship between image resolution and feature shape/identification.,0,gis
"Integrate graphics, pictures, and text with a map to produce a more complete product that conveys more information than a traditional map.",6,gis
Evaluate current techniques for classifying needs for access and determine how artificial intelligence can be used to expedite the process.,0,gis
"Summarize basic analytical skills including building queries, analyzing results of queries, categorization of data, and normalization of data.",5,gis
Identify passive sensor systems from a list of remote sensing systems,6,gis
Compare and contrast linear versus coordinate indexing,3,gis
Describe ISO,4,gis
Summarize each of the 15 principles relating to remote sensing of the Earth from Outer Space as defined by the United Nations General Assembly,0,gis
Explain how GIS software is used to view existing schemas and how to create new schemas.,0,gis
Summarize the similarities and differences between precision and accuracy.,0,gis
Determine the length of one side of a triangle using the Pythagorean Theorem.,6,gis
Characterize how tessellations are developed.,6,gis
Categorize the different proprietary systems and explain when it is appropriate to use each.,0,gis
Listy lossy data types,1,gis
Describe a data storage model for raster data.,5,gis
"Discern where an x,y point should be plotted on a graph using a cartesian coordinate system.",6,gis
Identify common types of story maps and explain how each is used to display information.,0,gis
Describe the general process of calibrating sensors,4,gis
Provide all assumptions made when generating reports,6,gis
"Separate (identifies, defines, and decomposes) problems into parts to facilitate a search for a solution",6,gis
"Describe the errors created by adjusting the position of an image using rubber sheeting, rotation, and least squares fitting",4,gis
"Explain coordinate system fundamentals (such as types of graphs, how to make graphs, how certain graphs should be used, and which graph is best for showing certain types of information).",3,gis
Explain why it is important for the creator of data to also maintain the data and list the implications it could have if the creator is not the maintainer.,5,gis
"Evaluate the importance, purpose, and uses of the Global Spatial Data Infrastructure (GSDI).",7,gis
Compare/contrast different data searching extensions to standard Structure Query Language (SQL) and explain when to use each.,8,gis
"Summarize the major functions of the common online mapping services (e.g., Mapbox, Google, ArcGIS Online).",0,gis
"Compare/Contrast float, double, test, and Boolean attribute data types.",8,gis
Distinguish between gradients and discrete colors.,6,gis
Illustrate how to use datums.,6,gis
Identify the major components of a digital camera and summarize their purpose.,0,gis
Compare supervised imagery classification and unsupervised imagery classification and summarize how each are used when digitizing images.,3,gis
Characterize nation-specific differences between rules for how common geographic features relate to one another.,6,gis
Describe the relationship between wavelength and surface roughness,4,gis
"Summarize how to convert a coordinate from decimal degrees to degrees, minutes, and seconds and vice versa.",0,gis
Explain color wheel/color theory fundamentals.,6,gis
Determine an appropriate contour line interval given a range of elevations and a corresponding horizontal distance.,6,gis
Summarize the risk management policies for various institutions.,0,gis
Characterize the relationship between positioning error and the number of visible satellites in a Global Positioning System (GPS) constellation.,6,gis
Explain how different data modeling tools are utilized to design and create schemas.,1,gis
"List the general phenomena measured by remote sensing systems (time, intensity, distance)",6,gis
"List and summarize the types of conditional statements (e.g., If, Else If [Elself]).",0,gis
Characterize versioning and differentiate between its various uses in data structures and models.,7,gis
Determine the simple potential for error using significant digits.,6,gis
Differentiate the various categories of error associated with the Intelligence Community Directive (ICD) 203.,0,gis
"Summarize the current limitations and scaling issues of distributed databases (e.g., access restrictions, costs, synchronization, and replication, storage and services, etc.).",0,gis
"Given a diagram, label the major components of a line sensor system",6,gis
Determine which coordinate system and projection is most appropriate to use given the end use of a map.,6,gis
Characterize the major application areas for human geography and physical geography in Geospatial Intelligence (GEOINT).,6,gis
Determine the probability of a Type I error and Type II error occurring.,6,gis
"Provide tailored verbal, written, and other forms of communication to intended purpose and audience",6,gis
Distinguish the components of the equation for calculating the slope of terrain.,6,gis
Evaluate current methods of designing and creating schemas and determine how automation can be used to expediate the process.,0,gis
"Summarize the following color models: RGB, HSV, CMYK, BW",0,gis
"Compare/Contrast the following data storage models:  flat, hierarchical, network, relational, and graph",8,gis
Define quantization,6,gis
Explain directionality on a map and how to use the common North Arrow.,0,gis
Compare and contrast low- and high-pass filtering and their associated used cases,3,gis
Assess the spatial relationships among a group of objects.,6,gis
Determine the total area of value in a raster dataset using the value’s class.,6,gis
Characterize the steps involved in geocoding a street address.,6,gis
Identify the advantages and disadvantages between high- and low-altitude UAV's,6,gis
Compare/Contrast how different versioned geodatabases are used to manage topology.,3,gis
Perform compensatory calculations to adjust for atmospheric effects,6,gis
Summarize the common data privacy and confidentiality policies and why it is important that policies change based on the ability of the institution.,1,gis
Determine an interpolated elevation from two contour lines.,6,gis
"Compare/contrast the following methods for visually representing raster datasets: equal interval, quartile, percentile, Jenks natural breaks, histogram normalization",3,gis
Perform basic Principal Components Transformation / Principal Components Analysis tasks using an electronic light table (ELT) and related software.,6,gis
Characterize common lossy raster data formats.,7,gis
"Categorize geodatabase schemas (e.g., ESRI, Hexagon, Intergraph, etc.) and understand the advantages and disadvantages or each.",6,gis
Differentiate advanced forms of imagery color display concepts for single-band and multi-band imagery.,6,gis
Summarize sensor parameters that should be considered when performing geometric registration.,0,gis
Solve equations using polynomials,6,gis
Evaluate current methods of user and role management to define methods of automating the process for higher efficiency.,6,gis
Determine an appropriate hypothesis for a given problem.,6,gis
"Evaluate the methods for using Voronoi polygons, Thiessen polygons, and Dirichlet regions when applying to data normalization.",7,gis
"Determine when it appropriate to use proper industry language (e.g., initialisms, acronyms) based on the end user population.",6,gis
Describe dynamic range,4,gis
Summarize the similarities and differences between georeferencing and orthorectification of an image.,0,gis
"Summarize the principles of the following common Application Programming Interfaces (APIs): REST, SOAP, RPC",0,gis
Evaluate the advantages and disadvantages of the various Application Programming Interfaces (APIs) to construct new methods of utilizing APIs in varying environments.,0,gis
Formulate a hypothesis and null hypothesis,6,gis
Characterize the fundamental risks associated with crowd-sourced data.,7,gis
"Describe the use of the following sensor types: radiometer, spectrometer, spectroradiometer, accelerometer, panchromatic camera, imaging radiometer, and thermal infrared sensor",6,gis
Compare/contrast the United Nations committee for Global Spatial Data Infrastructure (GSDI) and the Open Geospatial Consortium (OGC) specifications for geospatial data.,5,gis
Outline the process of converting an electrical signal into a pixel value.,6,gis
Explain the relevance of feature size.,6,gis
Outline common feature colors.,6,gis
List the major steps involved with planning an aerial platform-based remote sensing mission,6,gis
Characterize parity and compare/contrast how it is applied to data storage solutions and data structures.,5,gis
"Differentiate between visible, thermal, IR, multi-spectral and hyper-spectral applications",6,gis
Summarize the purpose of probability density.,0,gis
Define correlated and independent measures.,6,gis
"Categorize the metadata components (e.g., Author, generation date, attribution descriptions, etc.) according to their level of importance (e.g., critical, important, etc.) of maintaining geospatial data.",7,gis
Classify the reasons why an address locator would be used.,0,gis
Interpret Principal Components,6,gis
Identify the major components of a Global Positioning System (GPS) and explain how each are used.,0,gis
Compare/Contrast data “spoofing” and position “spoofing” and summarize when each are used.,8,gis
Differentiate between rounding and truncation,6,gis
Describe metadata,4,gis
Define and list lossy and lossless raster data types.,1,gis
Integrate advanced statistical modeling techniques into geospatial data selection and validation.,7,gis
Describe the use of fiduciary marks,4,gis
Evaluate the benefits and limitations of using Object-Oriented Programming (OOP) languages to design methods for structuring and managing logical database models.,0,gis
Characterize how relative error and absolute error are calculated.,0,gis
Characterize the role nugget size and lag play in kriging.,6,gis
Characterize international standards organizations requirement for printed page size.,6,gis
Characterize which major phenomena is represented given its primary physical characteristics in a landscape.,6,gis
"Match the appropriate processing case for using bilinear interpolation, neareast neighbor analysis, and cubic convolution",6,gis
Develop automated systems for positioning imagery,6,gis
Summarize effective legend and graphic placement.,0,gis
"Summarize how to design, test, and debug software applying core virtual and augmented reality methodologies.",0,gis
"Characterize the following distributions and their appropriate use cases: normal, binomial, Poisson",6,gis
Describe how remote sensing may be used for crop damage assessment,4,gis
"Demonstrate basic understanding of layout conceptualization to include balance, positioning and featuring spatial relationships.",6,gis
Define what an attribute is and summarize the purpose it has in the digitization of an image.,0,gis
Group and assemble graphs and maps.,6,gis
Explain how to create users and group permissions when managing data.,7,gis
Characterize integer and ratio data.,7,gis
Differentiate between the roles of human and physical geography in Geospatial Intelligence (GEOINT).,6,gis
Discern how REpresentational State Transfer (RESTful) services are utilized for accessing and retrieving data.,7,gis
Match mission requirements to end-user needs (Example: The end user needs to estimate wildland fire danger),6,gis
Describe the process of sampling as it relates to quantization and pixel size,4,gis
"At the mastery level, demonstrate synthesis by the following: use statistical methods to differentiate between correlation and causation, develop ideas about a given topic by assembling and constructing new situations in new combinations from old ideas, design and plan automated, repeatable workflows and modeling",6,gis
"Choose to respond by interacting with others in a friendly, courteous, and tactful manner that demonstrates respect for individual and cultural differences and the attitudes and feelings of others",6,gis
"Evaluate current standards for using common map elements (e.g., scale, legend, projection notation) and design new techniques that improve readability and usability of final products.",6,gis
"Compare/contrast the various “lossy” image compression methods, “lossy” pyramids, and caching of “lossy” data.",8,gis
Describe the effects of AFOV on target detection and interpretation,4,gis
Identify instances when mutliple types of sensor data must be integrated (fused) to solve a problem.,7,gis
List common types of imagery depictions and explain how they employ color.,0,gis
Characterize how line of sight is used in terrain and 3D analysis.,0,gis
"Organize the major Global Positioning System (GPS) constellation in order of importance for the United States, Europe, Russia, and China.",6,gis
Present all appropriate sources of information,6,gis
Characterize how big data applications have contributed to the growth of Structure Query Language (NoSQL) databases.,7,gis
Characterize the advantages and disadvantages of various logical database models.,6,gis
Distinguish which stereoscopic visualization method should be used for a given set of data.,1,gis
Describe the use cases for supervised vs unsupervised classification,4,gis
Design products that are viewable across multiple platforms and resolutions.,6,gis
Summarize the key concepts of open source/Commercial Off-The-Shelf (COTS) Geospatial Information Systems (GIS).,0,gis
Interpret a Normalized Difference Vegetation Index (NDVI) and distinguish which wavelengths are used to calculate the NDVI.,0,gis
Design maps that are highly complex but are still viewable/usable at lower resolutions.,6,gis
Compare/Contrast integer and ratio data.,8,gis
"Summarize how advanced math principles (e.g., Algebra, trigonometry, geometry, statistics) apply to other fields, such as science.",0,gis
"Describe the use of the following sensor types: laser altimeter, lidar, rangefinder, scatterometer, sounder, hydrographic echo sounder, radar, and sonar",6,gis
"Define “least squares” regression and residual analysis, and summarize what information they methodology provides.",0,gis
"Outline effective visual hierarchy features (such as positioning/placement, how to label, justification and relationship between features).",6,gis
Distinguish spatial object names from a Geographic Markup Language (GML) schema.,6,gis
Summarize the effect caching of imagery has on the digitizing process.,0,gis
Evaluate current methods of utilizing XQuery (eXtensible Markup Language [XML] Query) when performing data searches and determine how the methods should be improved.,1,gis
"Explain how to create, move, share, modify, remove, and delete data and files in a typical file sharing system.",1,gis
List the different measures of central tendency and measures of dispersion.,0,gis
Describe techniques used to rescale raster data.,7,gis
"Compare and contrast how maps are visualized on the most common forms of media in the Geospatial Intelligence (GEOINT) community (e.g., computer monitors, mobile devices, tablets, posters, letter pages, etc.).",3,gis
Outline the process taken to represent the distribution of values in a raster image in a histogram and summarize why it is important to understand the distribution of values.,0,gis
Evaluate the benefits and limitations of using Object-Oriented Programming (OOP) languages in physical database modeling.,0,gis
Demonstrate basic understanding of units of measure,6,gis
"List and summarize the types and purpose of loops (e.g., Do [counter], Do [while condition true]).",0,gis
Summarize the common user and role management policies and why it is important that policies change based on the ability of the institution.,0,gis
"Characterize the major effects the following natural disasters have on the physical geography of a landscape:,Volcanic eruptions,Tsunamis,Earthquakes,Landslides",6,gis
Evaluate current methods of constructing an object-oriented database to develop more efficient methods.,0,gis
Characterize how the spatial statistic results are utilized to manage data.,7,gis
Identify the spectral signature of an object,6,gis
Explain how logical database models are based on conceptual database models.,0,gis
List common types of Military Grid Reference System (MGRS) projections and coordinate systems.,0,gis
Summarize the need for and use of commenting in code.,0,gis
Determine how an image should be georeferenced using least squares fitting methods.,6,gis
Compare/Contrast the types of information that may be included in metadata and summarize how it relates to geodata.,3,gis
Distinguish the difference between precision and accuracy and how each impact data quantity.,7,gis
Characterize the effects of orographic lift and the rain shadow effects.,6,gis
"Characterize the significance of the following events as they pertain to Geospatial Intelligence (GEOINT):  ,Haiti earthquake,Crash of Columbia,Landsat,Ho Chi Minh Trail,OXCART, Apollo 11,KH-9, KH-7,CORONA",0,gis
Define speckle and the means by which it is overcome,6,gis
Define Digital Elevation Model (DEM).,6,gis
Define resolution and image scale.,6,gis
Demonstrate how to use databases and explain the impact of choosing a naming convention.,6,gis
Construct a single map with several overlapping features and differentiate them from one another without compromising information.,6,gis
Differentiate between conceptual and logical models.,6,gis
Describe the relationship between film density and its exposure to light,4,gis
Differentiate the best methods used to develop an environment that allows for optimal learning in the context of sharing data.,1,gis
Differentiate between a sensor and a platform,6,gis
Order the five stages of the Information Technology Infrastructure Library (ITIL) risk management process and summarize the purpose of each phase.,0,gis
"Condense (identifies, defines, and decomposes) problems into parts to facilitate a search for a solution",6,gis
Identify resources which help with the identification of an object based upon spectral properties,6,gis
Define confidence interval and percent confidence.,6,gis
Use organizational style guides and protocols,6,gis
Differentiate between a relationship class and a related table.,6,gis
Identify the major components used to describe an ellipsoid.,6,gis
Evaluate current methods of archiving data and determine how automation can be used to expedite the process.,1,gis
List the functions of common geodatabases as they relate to data sharing.,7,gis
"Carry out work cooperatively and collaboratively with others to achieve goals through sharing or integrating ideas, knowledge, skills, information, support, resources, responsibility, and recognition",6,gis
Define data reduction.,7,gis
Establish techniques for utilizing white space and isolating elements to design a layout that will draw the attention of the viewer and establish a hierarchy of information.,6,gis
"Compare/Contrast the following theories:,Environmental determinism,Possibilism,Environmental perception,Cultural determinism",3,gis
Explain what keyboard loggers are and how they are installed.,6,gis
Describe stokes vectors in association with common targets and when they are considered,4,gis
Judge the most important aspects of the features being mapped and select the most optimal projection to preserve the integrity of those features.,6,gis
Compare/Contrast the use cases for cell shapes used in raster data.,8,gis
"List the common elements that should be included in a map (north arrow, scale, legend, sourcing, title, projection/coordinate system data).",1,gis
List the rules used to detect excessive redundancy in table design and explain when they apply.,0,gis
"Compare/contrast fundamental user management concepts (e.g., cloud storage, file transfers and backups, encryption, file naming conventions and protocols, etc.).",3,gis
Illustrate the best type of projections for a given situation.,6,gis
Compare/Contrast United States and international standards organizations for units of measures.,3,gis
Summarize what orthogonal subspaces are and how they are used in Principal Components Analysis.,0,gis
Characterize nearest neighbor analysis.,6,gis
"Dissect the common limitations associated with remote data (e.g., bandwidth, synchronization, storage, services, etc.) to design methods of improving the use of remote data in distributed databases.",5,gis
"Demonstration problem Solving – Evaluate a problem, develop a solution, plan to implement, and verify with a follow-up assessment by: applying standards, attention to detail, clarification, decision making, evaluation, groundedness, identifying patterns, innovation, and use of logical reasoning",6,gis
"Differentiate the precision of measure and absolute accuracy for the following: un-corrected hand-held Global Positioning System (GPS), differential GPS used for navigation, and Real Time Kinematic (RTK) GPS used for surveying",3,gis
Outline the different cumulative distribution functions and why each is used.,0,gis
Characterize how quantization is used in imagery analysis and list the different methods of performing quantization.,0,gis
Relate bit depth to image color,6,gis
Develop techniques of using data modeling tools to manage the design and creation of schemas.,7,gis
Summarize the basic principles of databases and explain the importance of each as it relates to naming conventions.,0,gis
Generate a topographic map from imagery and elevation data.,7,gis
Describe the role of and techniques used for remote sensing in climate monitoring,4,gis
Create an example of metadata for raster data.,7,gis
Explain the purpose of user authorization and how to determine user authorization.,6,gis
Solve for one variable in the Pythagorean Theorem.,6,gis
Strategize organizational implications (or “so what”),6,gis
Estimate the area under a curve,6,gis
Accurately recall professional geospatial lexicon,6,gis
Compare/Contrast imagery spatial resolution and spectral resolution.,3,gis
Differentiate between common printer limitations to include printer size and print job quality.,6,gis
"Summarize understanding of 3D representation delivery methods (such as digital display, static display and video).",0,gis
Integrate various textual options within maps to appropriately convey information to the end user.,6,gis
List the supported naming conventions for underlying databases.,6,gis
"Offer alternative scenarios which account for the influence of geographic setting and the cultural, historical, political, and economic factors associated with the study/subject, and provide a probability of likelihood for each offer (i.e., forecast).",6,gis
Match sensor types to mission requirements,6,gis
State the FAA regulations governing the use of un-manned aircraft,6,gis
"List the different web mapping file types (e.g., Web Mapping Service [WMS], Web Mapping Feature [WMF], feature layers, map images, JavaScript Object Notation [JSON], Geographic JSON [GeoJSON]).",3,gis
Define the Law of Conservation of Energy,6,gis
Summarize what information and attributes make up a common data dictionary.,1,gis
"Outline geography principles (e.g., location, place, relationships, movement, regions) and how they can be used in other fields of study.",0,gis
"Explain the process of creating, moving, sharing, modifying, removing and deleting data and files in a database.",1,gis
Characterize the machine learning process.,6,gis
"Compile written reports that are: relevant, organized logically, accurate, and succinct",6,gis
"Design techniques to create program interfaces for mobile devices using the following: Android SDK, iOS SDK, and other relevant SDK's",6,gis
"Characterize the importance of definitions, naming conventions, and values with regard to establishing a common data dictionary.",7,gis
"Discern the different uses of Extract Transform Load (ETL) tools (e.g., Safe Software’s Feature Manipulation Engine [FME]) for interoperability.",0,gis
Characterize when reverse proxies should and should not be used when encrypting data.,1,gis
Summarize the various transparencies in Distributed DataBases (DDB).,0,gis
Compare/Contrast causal factors that may inhibit the transmission and reception time of Global Positioning System (GPS) signals.,3,gis
Summarize basic concepts of reading and writing in eXtensible Markup Language (XML) in web application program interfaces.,0,gis
Summarize the steps taken to perform basic digital image processing.,0,gis
Explain the requirements of conceptual database models.,0,gis
Determine how much error occurs when converting planar coordinates to spherical coordinates.,6,gis
Design new representations and approaches for applying scale to data structures and cartographic products.,7,gis
Identify how ordered points on a graph should be connected.,6,gis
Summarize how the precision of measurement is calculated.,0,gis
Characterize the process taken to prepare a mosaic from individual raster data tiles.,7,gis
Outline the key concepts of data flow modeling and explain their roles in logical database modeling.,1,gis
Compare/Contrast the major phenomena which withstand the Earth’s surface.,3,gis
Differentiate between rounding and truncation.,6,gis
Define volume scattering and the means by which it is overcome,6,gis
"Compare/contrast the different types of enterprise application integration tools (e.g., MuleSoft) and explain their role in distributed databases.",3,gis
Evaluate current methods for using templates to design and create schemas to develop more effective templates.,6,gis
"Explain how different analytical scripting languages (e.g., JavaScript) are used in data analysis.",1,gis
Categorize the different principles for simple and complex geodatabase schemas.,0,gis
"Summarize how the most common tools and methods are used in data analysis (e.g., feature overlays, selections, topological processes, raster processes, data conversion).",5,gis
Characterize cloud computing and its use in data structures and models.,7,gis
"Differentiate between true north, magnetic north, and grid north.",6,gis
"Arrange to establish mentor-protégé relationships, as appropriate",6,gis
Discern when to use a Projected Coordinate System (PCS) versus Geographic Coordinate System (GCS).,6,gis
Determine when it is and is not appropriate to encrypt a JavaScript Object Notation (JSON) Web Token (JWT).,6,gis
Evaluate current methods of data sharing automation to develop more efficient automation techniques.,7,gis
Compare/contrast the fundamental tables required to create and maintain topology in a relational database.,3,gis
Match sensor type to the wavelength in which it measures,6,gis
"Describe how remote sensing may be used for crop monitoring at various temporal scales (intra-day, intra-week, intra-month, growth stage, yield prediction)",4,gis
"Determine the appropriate accuracy required for mapping at the following scales based on the National Map Accuracy Standard: 1:2,400, 1:5,000, 1:10,000, 1:25,000, 1:50,000, 1:100,000, 1:250,000, 1:1,000,000",0,gis
Present domain-specific application of scale for a given problem.,6,gis
Differentiate the six main components of weather.,6,gis
Verify quality control checks,6,gis
"Outline the major events and key figures in the history of computer science, geospatial technologies, and geography.",6,gis
"Graph data using a histogram, scatterplot, and line graph",7,gis
"List effective map annotation (e.g., placing labels and text appropriately).",6,gis
Summarize how statistical modeling and neural network scenario modeling is used in Geospatial Intelligence (GEOINT).,3,gis
Explain how naming conventions can be used to make working with data easier.,1,gis
Define scale and vertex placement and outline the relationship they have with each other.,6,gis
Describe Stefan-Boltzmann's law with respect to radiant emittance and temperature,4,gis
Summarize how to share data by writing REpresentational State Transfer (REST) and Simple Object Access Protocol (SOAP) services and frequency of revisions.,1,gis
Perform dimensional analysis to determine correct units of measure when solving equations,6,gis
Describe the role of and techniques used for remote sensing in utilities and pipeline mapping and monitoring,6,gis
Outline the various data reduction concepts and the role they play in Principal Components Analysis.,7,gis
"Summarize color themes for human induced phenomena (e.g., conflict, damaged infrastructure, etc.).",0,gis
Graph polynomial equations,6,gis
List and describe the major steps for color correction,4,gis
"Distinguish the contributions of the following individuals to the field of Geospatial Intelligence (GEOINT):  ,Waldo Tobler,Harvey J. Miller,Edgar Frank Codd,Dr. Irene K. Fischer,George Washington,Lt. Gen. James R. Clapper,Maj. Gen. Richard M. Wells,Lt. Gen. Abner Martin,Thomas C. Finnie,Ivan Getting,John Snow,Brad Parkinson,Mary Sears",0,gis
"Present ideas, information, and facts clearly and appropriately",6,gis
"Characterize how basic data models change when they are developed for point, polyline, and polygon data.",5,gis
Evaluate the benefits and limitations of using Object-Oriented Programming (OOP) languages for each of the different database types.,0,gis
"Summarize Critical Thinking and fundamental concepts including: conclusions and decisions, beliefs and claims, finding of evidence, evaluating evidence, inferring and inferences, facts and opinions, facts and probable truths, false and probably false, facts/probably true/probably false, Venn diagrams, logical connectives, arguments, valid and invalid arguments, fallacies, and analogy argument",0,gis
Define the differences between how relative and absolute scales are talked about and used on maps.,0,gis
Evaluate current methods of incorporating numerous features of varying pronounced levels on a map and construct new techniques to mitigate against user error.,0,gis
"Define bit, byte, and binary",6,gis
Determine how much error occurs when converting spherical coordinates to planar coordinates.,6,gis
Establish methods of sizing features/information and positioning features/information in an order that will effectively communicate a map’s purpose.,0,gis
Characterize the advantages and limitations of displaying geospatial data virtually.,7,gis
"Differentiate between the fundamental topologic rules for managing various datasets (e.g., parcel datasets, road network datasets).",6,gis
Compare/Contrast the following pairs of terms: accuracy vs precision and absolute error vs relative error,3,gis
Compare/contrast integer and ratio data.,8,gis
Describe the spectral characteristics of water,4,gis
Compare/Contrast qualitative and quantitative data.,8,gis
List the primary considerations taken into account when establishing specifications for a spatial data model.,7,gis
Compare/contrast some of the different types of programming languages.,3,gis
Define an active sensor,6,gis
Characterize the different data modeling tools used for logical database models.,1,gis
Characterize the re-sample process and determine when it is appropriate to use.,6,gis
"Distinguish appropriate symbology for natural, manmade, human behavior and natural occurrences.",6,gis
"Summarize the basic principles of statistics, probabilities, and economics and explain how they can be used in other fields.",3,gis
Describe the role of and techniques used for remote sensing in arms monitoring,4,gis
"List the units used to measure aperture, film sensitivity, and time",0,gis
Contrast data “spoofing” and position “spoofing.”,1,gis
Characterize how inverse distance weighted is used to interpolate data to a raster layer from point data.,5,gis
"Demonstrate analytical critical thinking skills – Consider an issue, problem, set of data, or a text. Evaluate information, its meaning and representation by: asking thoughtful questions, data analysis, information seeking, judgement, questioning evidence, recognizing difference and similarities and skepticism",5,gis
Characterize how data normalization is different when applied to logical database models.,1,gis
Describe the application of remote sensing to fire danger and fire behavior forecasting,4,gis
Compare and contrast layover and foreshortening,3,gis
Differentiate a spatial join from an attribute join.,6,gis
Outline how to normalize data and explain why data normalization is important.,5,gis
Differentiate between the spectral and temporal uses of Principal Components Transformation/Principal Components Analysis (PCT/PCA) output.,6,gis
Explain the concept of two-phase commit and summarize how it is used in distributed databases.,3,gis
Compare and contrast linear contrast stretch and histogram equalize stretch,3,gis
Solve equations requiring basic algebra(no polynomial terms),6,gis
Apply knowledge of security parameters with networks.,6,gis
"Implement appropriate use of fonts and typographical emphases (e.g., bold, underline, italicize) when using text on a map.",6,gis
Summarize how to publish interactive mapping services to the web.,0,gis
"Compare and contrast the following web application program interfaces and explain when it is appropriate to use each: REST, SOAP, RPC, JSON, XML",3,gis
"Define the following terms and outline how they relate to photography: pixel, tone, contrast, digital number, dynamic range, brightness",0,gis
Explain how schemas are created and why schemas are useful when managing data.,7,gis
"Integrate multiple and sometimes complex graphics, labels, supporting text, legends, and other features to support the mapped area without compromising content.",6,gis
Distinguish between the archiving and tiered approaches to storing data.,7,gis
List the different proprietary systems and explain the various uses across employers.,0,gis
Describe the National Image Interpretability Rating Scale and its use case,4,gis
"Outline how basic optical principles (e.g., aperture size, focal length etc.) play a role in the stereoscopic visualization of remote sensed data.",7,gis
List the differing principle between entities and attributes.,6,gis
Develop new symbol selection features in order to convey new meaning or understanding in an improved way.,6,gis
Use advanced engineering skills to design and build sensors and systems,6,gis
"Explain how to connect different types of computing devices properly (e.g., wired connections vs. wireless connections).",0,gis
Summarize the limitations of virtual and augmented reality.,0,gis
"Differentiate among the following geostatistical methods: normal, ordinary, and co-kriging",0,gis
"Design techniques for aggregating data using Voronoi polygons, Thiessen polygons, and Dirichlet regions.",7,gis
Describe the General Image Quality Equation and its use case,4,gis
Identify how color is represented in a 24-bit image.,6,gis
Summarize the concepts of precision and accuracy and summarize their relationship.,0,gis
Identify attribute and geographic components within a spatial data set and summarize the similarities and differences.,1,gis
Produce ideas about a given topic and apply old ideas to new situations or in new combinations,6,gis
"Distinguish among x-ray, gamma ray, ultraviolet, visible, infra-red, far infra-red, microwave portions of the electromagnetic spectrum.",6,gis
Order the lineage of National Geospatial-Intelligence Agency (NGA) to the start of WWII.,6,gis
Determine the most appropriate pseudocode statements for performing a given action given a block of text.,6,gis
Summarize the process taken to convert raster data into vector data.,5,gis
List some of the different commercially available data encryption tools and explain their uses.,1,gis
"Convert from imperial units of measure to SI units of measure for mass, energy, force, illumination, brightness, wavelength, frequency, length, time, and power.",6,gis
Identify major considerations for converting film to digital format,6,gis
Describe the role of and techniques used for remote sensing in battle planning,4,gis
Determine when it is and is not appropriate to re-scale raster data.,7,gis
"Differentiate the various laws that deal with data privacy and confidentiality (e.g., Health Insurance Portability and Accountability Act of 1996 [HIPAA]).",7,gis
